timestamp,value,source_table,source_db
20250924T004033,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004058,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004123,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004148,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004212,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004237,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004302,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004327,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004352,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004417,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004442,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004507,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004531,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004556,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004621,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004646,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004710,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004735,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004800,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004825,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004849,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004914,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T004939,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005004,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005029,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005053,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005118,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005143,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005208,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005232,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005257,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005322,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005347,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005411,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005436,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005501,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005526,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005550,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005615,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005640,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005705,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005730,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005755,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005819,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005844,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005909,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005934,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T005958,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T010023,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T172308,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T172332,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173025,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173202,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173227,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173251,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173316,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173341,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173405,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173430,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173455,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173519,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173544,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173608,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173633,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
